Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
29,2214,4,1,1435000,1,260,51,13,3204,3,3,2,291,212,2012,8,-37.9278,145.0337,5,6795
29,3105,3,0,1110000,1,32,51,13,3204,3,1,2,692,164,1940,8,-37.9263,145.04,5,6795
29,12472,4,0,2435000,1,32,51,13,3204,3,2,2,795,250,1928,8,-37.9166,145.0314,5,6795
29,5714,3,0,1500000,0,260,52,13,3204,3,2,1,565,222,1940,8,-37.9134,145.0263,5,6795
29,8345,4,0,1300000,0,32,53,13,3204,4,2,2,697,194,1940,8,-37.9318,145.0474,5,6795
29,439,2,0,855000,1,32,53,13,3204,2,1,1,298,,,8,-37.9247,145.0287,5,6795
29,10747,3,0,1125000,1,260,56,13,3204,3,1,2,584,116,1948,8,-37.9199,145.0477,5,6795
29,7656,3,0,1135000,3,163,56,13,3204,3,1,2,627,,,8,-37.9321,145.0472,5,6795
29,10667,3,0,867000,1,260,56,13,3204,3,2,1,578,,,8,-37.9344,145.0481,5,6795
29,12127,4,0,1328000,1,260,1,13,3204,3,2,2,610,112,1940,8,-37.9291,145.0472,5,6795
29,8507,3,0,1340000,1,260,1,13,3204,3,2,1,526,135,1910,8,-37.9279,145.031,5,6795
29,10692,4,1,1155000,1,32,1,13,3204,4,3,2,271,205,2010,8,-37.9252,145.0494,5,6795
29,3814,3,0,1275000,1,32,1,13,3204,3,1,4,758,138,1960,8,-37.9267,145.043,5,6795
29,10534,3,0,770000,4,255,2,13,3204,3,2,2,0,,1987,8,-37.9193,145.0438,5,6795
29,596,2,0,855000,3,135,2,13,3204,2,1,1,296,103,1940,8,-37.9243,145.0376,5,6795
29,534,3,1,1100000,3,32,2,13,3204,3,2,2,333,,,8,-37.9292,145.0341,5,6795
29,2420,2,2,650000,3,260,2,13,3204,2,1,1,116,92,1960,8,-37.9245,145.0336,5,6795
29,1738,4,0,1815000,1,32,2,13,3204,4,2,4,902,233,1950,8,-37.924,145.0504,5,6795
29,13073,4,0,2255000,1,260,2,13,3204,4,3,2,557,353,2008,8,-37.9132,145.0251,5,6795
29,11464,3,0,1470000,1,140,3,13,3204,3,2,2,613,,1950,8,-37.929,145.0464,5,6795
29,1134,2,2,420000,0,32,7,13,3204,2,1,0,1045,,,8,-37.9158,145.0379,5,6795
29,4888,2,2,855000,1,260,7,13,3204,2,2,3,226,475,2005,8,-37.9274,145.031,5,6795
29,1584,4,0,1450000,1,260,7,13,3204,4,1,1,567,,,8,-37.9149,145.0252,5,6795
29,1264,3,0,1200000,0,260,7,13,3204,3,2,2,590,,,8,-37.9256,145.0497,5,6795
29,1606,4,0,1860000,0,140,7,13,3204,4,2,3,855,197,1930,8,-37.9163,145.0324,5,6795
29,4444,2,2,725000,1,260,9,13,3204,2,1,1,227,100,1990,8,-37.9326,145.0387,5,6795
29,10787,3,0,1293000,1,32,12,13,3204,3,1,1,632,108,1950,8,-37.9282,145.0367,5,6795
29,8249,3,0,1390000,1,32,12,13,3204,3,1,2,723,,1925,8,-37.9203,145.048,5,6795
29,2964,3,0,1400000,3,32,12,13,3204,3,2,1,699,,,8,-37.9316,145.0454,5,6795
29,7764,3,0,1328000,1,255,12,13,3204,3,2,2,690,245,1970,8,-37.9317,145.0469,5,6795
29,9759,4,1,1247000,1,260,12,13,3204,4,2,3,354,255,2008,8,-37.9326,145.0441,5,6795
29,2697,3,0,1311000,1,32,12,13,3204,3,2,2,592,,,8,-37.933,145.0466,5,6795
29,8628,3,0,1100000,1,260,12,13,3204,3,1,2,382,,,8,-37.9187,145.0461,5,6795
29,8533,3,0,1327500,1,260,13,13,3204,3,1,2,700,,,8,-37.9228,145.0476,5,6795
29,9328,4,0,1560000,0,32,13,13,3204,4,3,1,695,,,8,-37.9149,145.0469,5,6795
29,8474,3,0,1370000,1,260,14,13,3204,3,1,2,624,143,1950,8,-37.9256,145.0374,5,6795
29,2820,3,0,1100000,1,32,14,13,3204,3,1,2,632,,,8,-37.921,145.0411,5,6795
29,3027,4,0,1385000,1,260,14,13,3204,4,2,1,576,,1920,8,-37.9152,145.0244,5,6795
29,10752,3,1,1275000,1,260,17,13,3204,3,2,2,309,,,8,-37.9287,145.0461,5,6795
29,11411,3,0,1095000,1,32,17,13,3204,3,2,1,581,170,1965,8,-37.9286,145.0495,5,6795
29,923,2,2,797500,1,196,17,13,3204,2,1,2,321,,,8,-37.9257,145.0501,5,6795
29,7009,2,2,725000,1,260,18,13,3204,2,1,1,677,88,2012,8,-37.9173,145.0359,5,6795
29,4314,3,1,825000,1,32,18,13,3204,3,2,2,147,149,2007,8,-37.9317,145.0352,5,6795
29,12244,3,1,1235000,1,32,18,13,3204,3,2,2,0,160,2012,8,-37.9289,145.0478,5,6795
29,3895,5,0,1600000,4,82,19,13,3204,5,3,2,772,,1986,8,-37.9168,145.04,5,6795
29,9911,3,0,1165000,0,32,19,13,3204,3,1,2,694,125,1950,8,-37.9315,145.0445,5,6795
29,2844,4,0,1355000,1,260,19,13,3204,4,2,3,591,,,8,-37.9215,145.0505,5,6795
29,2396,4,0,1910000,1,260,19,13,3204,4,2,4,736,284,1950,8,-37.9224,145.0462,5,6795
29,6009,3,0,1448000,1,260,21,13,3204,3,2,3,568,,,8,-37.9246,145.0383,5,6795
29,851,2,2,820000,1,260,21,13,3204,2,1,3,336,109,1960,8,-37.929,145.0375,5,6795
29,4229,3,0,895000,1,32,24,13,3204,3,1,2,0,,,8,-37.9307,145.0444,5,6795
29,6858,4,0,1041000,1,255,24,13,3204,4,2,1,292,,,8,-37.9148,145.0243,5,6795
29,12689,4,0,1430000,1,260,26,13,3204,4,2,2,611,168,1970,8,-37.9289,145.0481,5,6795
29,2299,2,0,910000,1,32,26,13,3204,2,1,2,274,96,1970,8,-37.9178,145.0413,5,6795
29,1609,4,0,2520000,0,32,26,13,3204,4,4,2,579,361,2012,8,-37.9155,145.0243,5,6795
29,11544,3,0,1350000,1,35,30,13,3204,3,1,1,617,,,8,-37.9282,145.047,5,6795
29,1639,2,2,635000,1,260,30,13,3204,2,1,2,118,,,8,-37.9245,145.0336,5,6795
29,5237,3,0,1280000,1,32,31,13,3204,3,2,4,587,,,8,-37.9217,145.0315,5,6795
29,9288,5,0,1900000,1,255,31,13,3204,5,2,2,567,250,1926,8,-37.9144,145.0401,5,6795
29,11833,3,0,1230000,1,260,31,13,3204,3,1,2,676,,,8,-37.9161,145.0284,5,6795
29,5114,4,0,1150000,0,32,31,13,3204,4,2,2,384,766,,8,-37.9155,145.0301,5,6795
29,9671,4,0,1650000,1,94,32,13,3204,3,2,2,570,,1930,8,-37.9139,145.0395,5,6795
29,4086,2,1,670000,0,32,32,13,3204,2,2,1,123,90,2007,8,-37.9307,145.0379,5,6795
29,8997,2,1,680000,0,17,36,13,3204,2,1,1,83,107,1998,8,-37.9259,145.0341,5,6795
29,12893,4,1,1320000,1,32,36,13,3204,4,3,3,346,220,2010,8,-37.9294,145.041,5,6795
29,13360,4,0,1380000,1,35,36,13,3204,4,1,2,580,,,8,-37.9263,145.0422,5,6795
29,3510,6,0,1900000,1,260,36,13,3204,6,3,2,708,275,1988,8,-37.9181,145.044,5,6795
29,5234,3,0,1535000,1,32,39,13,3204,2,2,2,572,150,1930,8,-37.9148,145.0404,5,6795
29,12053,4,0,1281000,1,260,39,13,3204,3,1,5,594,150,1940,8,-37.9206,145.0383,5,6795
29,3134,3,2,1096000,1,35,39,13,3204,3,2,2,292,,,8,-37.9273,145.0324,5,6795
29,5478,5,0,1385000,1,32,39,13,3204,5,2,2,664,178,1950,8,-37.9241,145.048,5,6795
29,12552,3,2,517500,1,32,39,13,3204,3,1,1,0,,1970,8,-37.9178,145.0511,5,6795
29,11375,4,1,1245000,1,32,39,13,3204,4,2,2,345,,,8,-37.9291,145.0491,5,6795
29,10206,2,2,503000,1,32,39,13,3204,2,1,1,0,,1960,8,-37.9159,145.0285,5,6795
29,1609,4,0,2620000,1,32,39,13,3204,4,4,2,579,361,2012,8,-37.9155,145.0243,5,6795
29,4320,2,2,760000,1,32,46,13,3204,2,1,1,192,,,8,-37.9193,145.0484,5,6795
29,11085,2,2,405000,1,82,46,13,3204,2,1,1,0,,1968,8,-37.9159,145.039,5,6795
30,3721,2,0,1410000,1,260,43,13.9,3165,2,1,2,768,,,8,-37.9305,145.0547,5,10969
30,840,3,1,760000,0,260,43,13.9,3165,3,1,2,287,,,8,-37.9261,145.0566,5,10969
30,7416,2,0,825000,1,32,43,13.9,3165,2,2,1,176,125,2008,8,-37.9237,145.0763,5,10969
30,6624,2,2,746000,1,260,45,13.9,3165,2,1,2,281,95,2002,8,-37.9255,145.0796,5,10969
30,2864,1,2,580000,1,255,45,13.9,3165,1,1,1,105,,,8,-37.9181,145.0586,5,10969
30,3886,5,0,1275000,3,32,45,13.9,3165,5,2,2,683,190,1960,8,-37.9333,145.0602,5,10969
30,13248,3,0,1206000,1,35,45,13.9,3165,3,1,2,603,,,8,-37.9155,145.0723,5,10969
30,2863,3,1,1115000,1,32,48,13.9,3165,3,2,2,297,,,8,-37.9135,145.0774,5,10969
30,12193,4,0,1190000,1,196,48,13.9,3165,4,2,3,591,,,8,-37.9166,145.0719,5,10969
30,8235,4,0,1270000,1,35,48,13.9,3165,4,2,1,0,,,8,-37.9174,145.0717,5,10969
30,696,3,2,1025000,1,255,48,13.9,3165,3,2,2,384,120,1999,8,-37.9229,145.0557,5,10969
30,11030,3,2,740000,0,94,48,13.9,3165,3,2,1,258,,,8,-37.9244,145.0547,5,10969
30,6285,4,0,1960000,1,260,48,13.9,3165,4,2,4,601,,,8,-37.9234,145.0533,5,10969
30,4577,2,2,495000,1,255,49,13.9,3165,2,1,1,76,79,1980,8,-37.91,145.0842,5,10969
30,12897,2,2,570000,1,260,49,13.9,3165,2,1,1,145,,,8,-37.9193,145.0659,5,10969
30,5775,4,0,1220000,1,94,49,13.9,3165,3,2,2,585,178,1950,8,-37.9167,145.0771,5,10969
30,2257,3,0,885000,1,35,49,13.9,3165,3,1,2,565,110,1950,8,-37.9262,145.0808,5,10969
30,3632,3,1,830000,0,32,49,13.9,3165,0,2,2,292,141,2012,8,-37.9168,145.069,5,10969
30,9710,4,0,1137500,1,255,49,13.9,3165,4,1,2,696,,,8,-37.9157,145.0802,5,10969
30,125,4,0,1100000,1,94,49,13.9,3165,4,2,2,633,,1975,8,-37.9272,145.0644,5,10969
30,3913,3,0,1040000,0,260,51,13.9,3165,3,2,2,598,,1970,8,-37.9132,145.0782,5,10969
30,7944,4,1,1210000,1,260,51,13.9,3165,3,3,2,291,222,2014,8,-37.9347,145.0546,5,10969
30,10738,4,1,1160000,1,260,51,13.9,3165,3,2,2,321,180,2006,8,-37.914,145.0714,5,10969
30,5765,3,0,1215000,1,255,52,13.9,3165,3,2,3,730,110,1970,8,-37.9119,145.0705,5,10969
30,12013,4,0,1200000,1,260,52,13.9,3165,4,2,2,619,191,1960,8,-37.9358,145.0688,5,10969
30,13297,3,0,1050000,1,32,52,13.9,3165,3,2,2,627,140,1950,8,-37.9284,145.0668,5,10969
30,5962,5,0,950000,4,255,52,13.9,3165,5,2,4,618,146,1950,8,-37.9209,145.0757,5,10969
30,13159,2,2,380000,0,32,52,13.9,3165,3,2,1,0,78,1970,8,-37.9212,145.0674,5,10969
30,7126,2,0,689000,1,260,52,13.9,3165,2,1,1,169,87,,8,-37.9232,145.0537,5,10969
30,7772,3,0,1400000,0,260,52,13.9,3165,3,2,2,653,,,8,-37.9069,145.0568,5,10969
30,5069,3,0,965000,1,260,52,13.9,3165,3,1,4,574,,,8,-37.9309,145.0685,5,10969
30,8259,3,0,1338000,1,32,52,13.9,3165,3,2,2,610,177,1970,8,-37.9231,145.066,5,10969
30,9692,3,1,800000,1,32,52,13.9,3165,3,2,1,353,,,8,-37.9262,145.055,5,10969
30,813,2,2,651000,1,82,52,13.9,3165,2,1,1,265,150,1960,8,-37.9223,145.0747,5,10969
30,1976,3,0,920000,0,32,52,13.9,3165,3,1,3,583,,1955,8,-37.9272,145.0804,5,10969
30,6880,3,0,1390000,1,32,52,13.9,3165,4,2,2,590,118,1960,8,-37.9256,145.0757,5,10969
30,4383,2,2,495000,3,255,56,13.9,3165,2,1,1,96,,,8,-37.9102,145.0709,5,10969
30,8733,1,2,370000,0,32,56,13.9,3165,1,1,1,0,,1970,8,-37.9205,145.0528,5,10969
30,8621,3,0,1100000,3,32,56,13.9,3165,3,1,2,578,163,1955,8,-37.9186,145.0709,5,10969
30,1407,4,0,1100000,1,255,56,13.9,3165,4,2,4,653,,,8,-37.9244,145.0792,5,10969
30,11826,3,0,1355000,1,32,56,13.9,3165,0,1,2,818,,,8,-37.9241,145.0539,5,10969
30,5334,4,0,1206000,1,94,56,13.9,3165,4,1,1,636,138,1940,8,-37.925,145.0612,5,10969
30,4635,2,1,486500,1,260,56,13.9,3165,2,1,1,0,75,1960,8,-37.9082,145.0681,5,10969
30,6102,2,0,1010000,1,260,1,13.9,3165,3,1,1,597,,,8,-37.9126,145.0776,5,10969
30,3217,3,0,899000,1,32,1,13.9,3165,3,1,1,583,,,8,-37.9312,145.0795,5,10969
30,12836,4,0,1415000,1,32,1,13.9,3165,4,2,2,604,177,1970,8,-37.9153,145.0707,5,10969
30,4055,4,1,1185000,1,260,2,13.9,3165,4,2,2,305,207,2012,8,-37.9245,145.0507,5,10969
30,2241,4,1,1060000,1,255,2,13.9,3165,4,3,1,313,166,1960,8,-37.9164,145.0765,5,10969
30,8942,2,2,716000,1,32,2,13.9,3165,2,1,2,212,,,8,-37.9218,145.0607,5,10969
30,3718,3,0,1550000,1,176,2,13.9,3165,3,1,1,581,,,8,-37.9177,145.0535,5,10969
30,1414,3,0,840000,1,32,2,13.9,3165,3,2,2,697,,,8,-37.9092,145.0813,5,10969
30,1334,3,0,1110000,1,255,2,13.9,3165,3,1,4,612,,,8,-37.9159,145.0733,5,10969
30,12489,3,0,1106000,1,140,2,13.9,3165,3,1,2,584,,,8,-37.9183,145.071,5,10969
30,9106,3,0,845000,1,196,7,13.9,3165,3,2,2,295,145,1998,8,-37.9239,145.0781,5,10969
30,4725,3,1,860000,4,32,7,13.9,3165,3,2,1,254,117,1995,8,-37.9227,145.0558,5,10969
30,9017,3,0,1208000,1,255,7,13.9,3165,3,1,1,747,,,8,-37.9198,145.0791,5,10969
30,10768,3,1,921000,1,32,7,13.9,3165,3,2,2,167,140,2009,8,-37.9219,145.0733,5,10969
30,2338,3,0,1165000,1,32,7,13.9,3165,3,1,1,732,,,8,-37.9334,145.0667,5,10969
30,8153,3,0,1270000,1,32,7,13.9,3165,3,1,2,694,,,8,-37.9174,145.0779,5,10969
30,282,2,0,742500,1,255,7,13.9,3165,2,1,1,300,135,1960,8,-37.9099,145.0726,5,10969
30,6040,3,0,920000,0,32,7,13.9,3165,3,2,2,578,120,1950,8,-37.9303,145.0805,5,10969
30,10451,3,0,1307000,1,255,9,13.9,3165,3,2,4,684,,,8,-37.926,145.0551,5,10969
30,7793,4,0,1010000,1,196,9,13.9,3165,4,1,2,658,112,,8,-37.9343,145.0607,5,10969
30,1994,2,0,702000,0,32,9,13.9,3165,2,1,1,591,102,1960,8,-37.9179,145.071,5,10969
30,915,2,0,813000,1,32,9,13.9,3165,2,1,1,306,,,8,-37.9111,145.072,5,10969
30,4445,3,1,805000,1,260,10,13.9,3165,3,2,1,268,117,2000,8,-37.9196,145.0691,5,10969
30,9581,3,0,880000,0,260,10,13.9,3165,2,1,3,660,,,8,-37.9173,145.0742,5,10969
30,5713,4,0,1100000,1,94,10,13.9,3165,4,2,1,274,190,2004,8,-37.9257,145.0735,5,10969
30,2715,3,0,1085000,1,255,12,13.9,3165,3,2,4,710,,,8,-37.9348,145.0634,5,10969
30,7710,3,1,920000,1,32,13,13.9,3165,3,2,1,343,,,8,-37.9112,145.0738,5,10969
30,1863,3,0,1050000,1,255,13,13.9,3165,3,1,4,726,131,1950,8,-37.9117,145.0695,5,10969
30,9430,3,0,1560000,1,255,13,13.9,3165,3,1,2,841,,,8,-37.9217,145.056,5,10969
30,5986,4,0,800000,0,94,13,13.9,3165,4,2,2,601,,,8,-37.9278,145.081,5,10969
30,5278,2,0,722000,1,32,13,13.9,3165,2,2,1,201,79,2005,8,-37.9293,145.0657,5,10969
30,3727,3,0,930000,3,32,13,13.9,3165,3,1,2,588,133,1960,8,-37.9286,145.069,5,10969
30,13251,3,0,921000,1,32,13,13.9,3165,3,2,1,291,119,2000,8,-37.919,145.0829,5,10969
30,5715,4,0,1035000,0,72,13,13.9,3165,3,1,2,610,160,1950,8,-37.9193,145.0691,5,10969
30,4667,3,2,720000,0,82,14,13.9,3165,3,2,1,228,,1996,8,-37.9329,145.0617,5,10969
30,5014,3,0,1185000,1,260,14,13.9,3165,3,1,2,618,,,8,-37.9228,145.0527,5,10969
30,11701,4,0,1352000,1,260,14,13.9,3165,4,2,2,618,196,1950,8,-37.9252,145.0562,5,10969
30,1851,4,1,1005000,3,255,14,13.9,3165,4,2,2,296,205,2006,8,-37.9197,145.057,5,10969
30,10443,2,2,761000,1,196,14,13.9,3165,2,1,2,282,,,8,-37.9073,145.0599,5,10969
30,12299,5,0,1600000,1,32,14,13.9,3165,4,2,2,659,315,1930,8,-37.906,145.0547,5,10969
30,6097,3,0,1200000,1,260,17,13.9,3165,3,1,1,721,120,1970,8,-37.9244,145.0665,5,10969
30,786,3,0,780000,0,32,17,13.9,3165,3,2,2,421,126,1950,8,-37.9168,145.0809,5,10969
30,9691,4,1,1250000,0,32,17,13.9,3165,4,2,2,314,231,2010,8,-37.9299,145.0598,5,10969
30,7345,3,0,750000,0,32,17,13.9,3165,3,2,1,337,,,8,-37.9115,145.0844,5,10969
30,8058,3,0,1300000,1,255,17,13.9,3165,3,1,4,746,,,8,-37.9198,145.0787,5,10969
30,9895,5,0,1475000,1,255,17,13.9,3165,5,2,2,729,,,8,-37.9191,145.075,5,10969
30,12415,4,0,1110000,1,32,17,13.9,3165,4,2,2,583,176,1960,8,-37.9262,145.0624,5,10969
30,9224,2,2,835000,1,255,17,13.9,3165,2,2,1,362,,,8,-37.9149,145.0676,5,10969
30,1556,4,0,1690000,1,82,17,13.9,3165,4,2,2,700,165,1950,8,-37.9117,145.0534,5,10969
30,9233,3,2,791000,1,255,17,13.9,3165,3,3,1,391,122,1950,8,-37.9149,145.0788,5,10969
30,11243,3,0,900000,4,19,17,13.9,3165,3,1,3,780,140,1940,8,-37.9347,145.0507,5,10969
30,758,3,0,1189000,1,260,17,13.9,3165,4,2,2,337,,2010,8,-37.9144,145.0582,5,10969
30,12175,3,1,825000,1,260,17,13.9,3165,3,1,1,642,,,8,-37.9269,145.0787,5,10969
30,4362,3,1,1030000,1,32,18,13.9,3165,3,2,2,327,,,8,-37.9195,145.0555,5,10969
30,4722,3,1,970000,1,137,18,13.9,3165,3,2,2,267,156,2000,8,-37.9176,145.0566,5,10969
30,3196,3,0,930000,1,260,18,13.9,3165,3,1,2,580,,,8,-37.9369,145.0751,5,10969
30,9917,4,0,1510000,3,35,18,13.9,3165,4,2,2,640,,,8,-37.9198,145.0545,5,10969
30,4321,3,1,1240000,1,32,18,13.9,3165,3,2,2,518,,,8,-37.9316,145.0542,5,10969
30,1207,3,0,823000,1,35,18,13.9,3165,3,2,2,213,143,2003,8,-37.9079,145.0707,5,10969
30,6290,4,0,1310000,1,255,18,13.9,3165,4,2,2,606,,,8,-37.9147,145.0645,5,10969
30,12028,4,0,1475000,1,260,18,13.9,3165,4,2,2,674,,,8,-37.9272,145.0786,5,10969
30,9045,4,1,950000,0,32,18,13.9,3165,4,2,1,450,,1940,8,-37.9133,145.0837,5,10969
30,658,4,1,1045000,1,32,19,13.9,3165,4,2,1,316,190,2010,8,-37.9198,145.0789,5,10969
30,6973,3,0,750000,0,94,19,13.9,3165,3,2,1,188,,,8,-37.9193,145.0553,5,10969
30,4370,3,2,800000,0,32,19,13.9,3165,3,2,2,252,,1994,8,-37.9085,145.0683,5,10969
30,4379,2,2,655000,1,260,19,13.9,3165,2,1,1,154,80,2000,8,-37.9079,145.0685,5,10969
30,6795,5,0,1550000,1,94,19,13.9,3165,5,3,2,623,257,1950,8,-37.9066,145.0541,5,10969
30,4790,3,0,835000,1,255,19,13.9,3165,3,1,1,250,105,1980,8,-37.9087,145.0537,5,10969
30,12166,3,0,1140000,1,260,19,13.9,3165,4,1,3,701,,,8,-37.9178,145.0815,5,10969
30,3731,2,0,1120000,1,260,19,13.9,3165,3,1,2,678,,,8,-37.9146,145.0767,5,10969
30,7616,4,1,1465000,1,32,19,13.9,3165,3,2,2,319,256,2015,8,-37.9256,145.0533,5,10969
30,5871,3,0,910000,1,32,19,13.9,3165,3,1,1,587,96,1950,8,-37.9241,145.0763,5,10969
30,4429,3,2,920000,3,32,19,13.9,3165,3,2,1,388,123,2007,8,-37.9329,145.053,5,10969
30,2576,3,1,935000,1,260,21,13.9,3165,3,2,2,230,160,2012,8,-37.9179,145.0592,5,10969
30,2603,3,0,977000,1,32,21,13.9,3165,3,1,2,543,163,1970,8,-37.9242,145.0705,5,10969
30,118,3,0,1352000,1,255,21,13.9,3165,3,1,2,686,122,1950,8,-37.9113,145.0765,5,10969
30,1946,4,0,1115000,3,32,21,13.9,3165,4,2,2,575,160,1960,8,-37.9274,145.0654,5,10969
30,8410,3,0,780000,4,260,24,13.9,3165,3,1,1,710,,1966,8,-37.9324,145.0577,5,10969
30,8995,3,0,1115000,3,260,24,13.9,3165,3,2,2,1080,,,8,-37.9233,145.0674,5,10969
30,10495,3,0,1197000,1,32,24,13.9,3165,3,1,2,692,147,1949,8,-37.9232,145.0563,5,10969
30,4329,2,2,485000,3,32,24,13.9,3165,2,2,2,0,83,2011,8,-37.9292,145.0708,5,10969
30,536,3,2,810000,1,255,24,13.9,3165,3,2,1,316,,1950,8,-37.9245,145.0773,5,10969
30,8361,4,0,1365000,0,135,24,13.9,3165,4,1,1,582,151,1960,8,-37.9129,145.0598,5,10969
30,10668,3,0,700000,1,227,24,13.9,3165,0,0,0,456,,,8,-37.9314,145.0808,5,10969
30,947,4,0,1698888,1,260,26,13.9,3165,4,2,2,598,337,2006,8,-37.9138,145.0774,5,10969
30,5063,4,0,1150000,1,32,26,13.9,3165,4,2,2,639,,,8,-37.9258,145.075,5,10969
30,11025,2,2,340000,4,82,26,13.9,3165,2,1,1,0,,2012,8,-37.9096,145.0843,5,10969
30,12186,3,0,1000000,1,255,30,13.9,3165,3,1,2,576,,,8,-37.9362,145.0691,5,10969
30,10763,3,1,965000,1,32,30,13.9,3165,3,2,1,283,28,2010,8,-37.9142,145.08,5,10969
30,4766,3,2,870000,1,255,30,13.9,3165,3,2,2,365,150,2011,8,-37.9225,145.0754,5,10969
30,5652,3,0,1405000,1,255,30,13.9,3165,3,1,1,764,,,8,-37.9143,145.0629,5,10969
30,2119,3,0,1161000,1,260,30,13.9,3165,3,2,3,629,168,1950,8,-37.912,145.0752,5,10969
30,1551,3,0,1266000,1,260,30,13.9,3165,3,1,3,676,146,1970,8,-37.9307,145.0531,5,10969
30,4929,3,1,700000,0,260,30,13.9,3165,3,2,2,194,200,2008,8,-37.9272,145.0801,5,10969
30,6598,4,1,1325000,1,32,31,13.9,3165,4,4,2,363,265,2012,8,-37.9116,145.0686,5,10969
30,4459,3,2,770000,0,260,31,13.9,3165,3,2,1,281,132,2005,8,-37.9257,145.0811,5,10969
30,3618,3,0,1110000,1,260,31,13.9,3165,3,1,6,542,538,,8,-37.9272,145.0705,5,10969
30,801,1,2,380000,1,260,31,13.9,3165,1,1,1,0,99,1970,8,-37.9315,145.0619,5,10969
30,13333,4,0,1175000,1,192,31,13.9,3165,4,2,2,620,158,1980,8,-37.9281,145.0669,5,10969
30,6730,3,0,1200000,1,255,31,13.9,3165,3,1,1,640,120,1960,8,-37.916,145.0776,5,10969
30,12854,4,0,1370000,3,82,31,13.9,3165,4,1,2,684,196,1970,8,-37.9147,145.0751,5,10969
30,8556,4,0,1433500,1,94,31,13.9,3165,4,1,1,725,186,1950,8,-37.9289,145.0502,5,10969
30,8191,2,0,1630000,1,35,31,13.9,3165,2,1,2,724,,,8,-37.9135,145.0557,5,10969
30,9327,3,0,1360000,3,255,31,13.9,3165,3,1,3,676,,,8,-37.9233,145.0616,5,10969
30,9433,4,0,900000,4,82,32,13.9,3165,3,1,2,741,,,8,-37.9229,145.0673,5,10969
30,11285,3,1,860000,0,260,32,13.9,3165,3,2,1,210,131,2005,8,-37.9075,145.061,5,10969
30,7339,2,2,772500,1,6,35,13.9,3165,2,1,2,318,,,8,-37.9218,145.0563,5,10969
30,2902,3,0,1001000,1,82,35,13.9,3165,3,1,1,598,,,8,-37.9216,145.073,5,10969
30,7034,2,2,715000,1,260,35,13.9,3165,2,1,1,194,114,1995,8,-37.9107,145.0598,5,10969
30,10862,3,0,801000,1,32,35,13.9,3165,3,1,1,0,,,8,-37.9218,145.053,5,10969
30,4775,3,1,882000,1,196,35,13.9,3165,3,2,2,208,,,8,-37.9108,145.0794,5,10969
30,9165,2,0,1180000,1,32,35,13.9,3165,2,1,1,687,,,8,-37.9234,145.0616,5,10969
30,7494,3,1,840000,1,32,36,13.9,3165,3,2,2,222,,,8,-37.9241,145.0668,5,10969
30,899,2,0,710000,1,32,36,13.9,3165,2,1,1,0,115,1950,8,-37.9212,145.0606,5,10969
30,7829,4,0,1040000,4,32,36,13.9,3165,4,2,2,643,,,8,-37.9295,145.063,5,10969
30,12017,5,0,1550000,0,260,36,13.9,3165,5,3,2,583,296,2007,8,-37.9143,145.0699,5,10969
30,4731,3,0,930000,1,32,36,13.9,3165,3,2,2,258,,,8,-37.9162,145.0799,5,10969
30,4385,3,2,790000,1,260,36,13.9,3165,3,1,2,406,100,1996,8,-37.9286,145.0737,5,10969
30,9900,3,0,1040000,1,94,36,13.9,3165,3,1,2,625,,,8,-37.927,145.0645,5,10969
30,3733,3,0,1020000,1,160,36,13.9,3165,3,1,2,596,144,1960,8,-37.9251,145.0771,5,10969
30,4276,3,1,670000,0,17,36,13.9,3165,3,1,2,233,,,8,-37.9376,145.0784,5,10969
30,4578,3,2,800000,1,255,38,13.9,3165,3,2,2,261,,,8,-37.9163,145.0779,5,10969
30,4669,4,1,1120000,0,32,38,13.9,3165,3,2,2,209,,,8,-37.9213,145.0565,5,10969
30,3394,3,1,970000,4,260,38,13.9,3165,3,2,2,321,,,8,-37.9181,145.0586,5,10969
30,677,3,1,787500,1,94,38,13.9,3165,3,2,1,300,,,8,-37.9189,145.0584,5,10969
30,5823,3,0,950000,0,85,38,13.9,3165,3,1,1,598,,,8,-37.9129,145.0786,5,10969
30,8405,3,0,886000,1,196,38,13.9,3165,3,2,1,185,122,2012,8,-37.9159,145.0787,5,10969
30,8115,3,1,780000,0,32,39,13.9,3165,3,2,1,209,,,8,-37.9131,145.07,5,10969
30,6665,4,0,1015000,1,35,39,13.9,3165,4,2,3,625,198,1997,8,-37.9374,145.0726,5,10969
30,576,3,2,830000,1,255,39,13.9,3165,3,2,2,395,,2001,8,-37.9364,145.0649,5,10969
30,12927,3,0,1241000,1,94,39,13.9,3165,3,1,1,643,,,8,-37.9237,145.0527,5,10969
30,6244,4,0,1255000,1,32,39,13.9,3165,4,2,2,610,167,1950,8,-37.9207,145.0757,5,10969
30,12429,3,0,1320000,1,32,39,13.9,3165,3,1,1,593,94,1950,8,-37.9178,145.067,5,10969
30,670,3,0,870000,1,82,39,13.9,3165,3,2,1,326,133,1950,8,-37.9236,145.0545,5,10969
30,8653,4,0,1472500,1,260,39,13.9,3165,4,2,2,592,219,2013,8,-37.9351,145.0572,5,10969
